treatment_index,protected Pr(Y=1),matched mean Pr(Y=1),mean_diff,p_value,color,is_selected
138,0.8651077859360805,0.8678262805632933,0.002718494627212742,0.1116342669443906,blue,No
155,0.7539867171344306,0.7578805056014997,0.0038937884670691147,0.2185028684891539,blue,No
325,0.819800490830635,0.8154256838475815,-0.004374806983053481,0.07352168063693015,blue,No
350,0.7839754983834425,0.7879867807984299,0.004011282414987383,0.18538831010868187,blue,No
365,0.7676753546907327,0.7632275765995091,-0.004447778091223542,0.09655367124283219,blue,No
437,0.9013341018185886,0.9008199499951854,-0.0005141518234031972,0.7199183598184682,blue,No
442,0.9183163043161335,0.9198259097397343,0.0015096054236007905,0.10481744293821976,blue,No
532,0.9208805095368806,0.9223674543203475,0.0014869447834668925,0.07671230461955704,blue,No
547,0.8871913369322977,0.8859589160423853,-0.0012324208899123779,0.40630365706983396,blue,No
604,0.7835568404151474,0.7877587908160595,0.004201950400912091,0.144206723875667,blue,Yes
609,0.7970344758844657,0.794183468989694,-0.0028510068947716904,0.27394802024135567,blue,No
777,0.8315377524122051,0.8312888463143877,-0.0002489060978173585,0.9050639495776469,blue,No
1084,0.8263909381496146,0.8297675059410275,0.003376567791412932,0.13682806980125062,blue,No
1146,0.8549903722785495,0.8546742198106135,-0.0003161524679359262,0.8651781634306497,blue,No
1211,0.83471762098513,0.8321185533730965,-0.0025990676120335454,0.1682160389723787,blue,No
1250,0.7809516403087615,0.7858560221327388,0.004904381823977233,0.08596986573043755,blue,No
1401,0.872753438376118,0.8700847842860812,-0.002668654090036804,0.07076894253315677,blue,No
1405,0.8067394465856577,0.8108627806786735,0.004123334093015796,0.10573882270801167,blue,No
1431,0.8800538552325142,0.8783079033933562,-0.0017459518391580442,0.2415851742106655,blue,No
1662,0.8168335999529309,0.8175891750052393,0.0007555750523083882,0.6824168640968001,blue,No
