Treatment Index,Protected Pr(Y=1),Matched Mean Pr(Y=1),is_significant,comparison
250,0.782359134717668,0.7926614844401704,True,Lower than
251,0.5633396326373645,0.8374440813094034,True,Lower than
252,0.8370831582427586,0.8892539675616448,True,Lower than
259,0.8422724742768865,0.8808233904890986,True,Lower than
260,0.7773814344536172,0.7889025174509732,True,Lower than
261,0.8504380627357327,0.7639516539422256,True,Higher than
262,0.8718780550339724,0.7558566848468032,True,Higher than
263,0.7924225266958119,0.8213917762805677,True,Lower than
265,0.812529495345302,0.8643759018481432,True,Lower than
266,0.8846298523323726,0.7220971692362478,True,Higher than
267,0.6318979989874498,0.9133005282813248,True,Lower than
268,0.8510197002492582,0.8130228173365901,True,Higher than
269,0.759875521334236,0.7845144130734066,True,Lower than
270,0.9616988166476196,0.7180754799454945,True,Higher than
271,0.8216980818175442,0.7221885401021345,True,Higher than
272,0.8689332862355849,0.7489009089710602,True,Higher than
273,0.7619341299225567,0.828969861318564,True,Lower than
276,0.96597784104946,0.73989179116821,True,Higher than
277,0.7962225853947877,0.7804437224982331,True,Higher than
278,0.7042469826905223,0.941254403978284,True,Lower than
279,0.5795977038562032,0.9157417634844052,True,Lower than
280,0.8180797449663569,0.7353900612023413,True,Higher than
284,0.7054966180540129,0.8414898266586945,True,Lower than
287,0.8778756522360702,0.7585796874546162,True,Higher than
289,0.9430695212452996,0.8974671112316804,True,Higher than
292,0.8558398435446963,0.749416405964594,True,Higher than
294,0.8161690067136207,0.7570153238127856,True,Higher than
295,0.9472823343226956,0.9056242638928071,True,Higher than
296,0.9260715051500085,0.7453601455801534,True,Higher than
297,0.7810503408526112,0.9368038629508938,True,Lower than
298,0.8471224968023134,0.9241477516792148,True,Lower than
299,0.9658206625630332,0.9024568314075795,True,Higher than
302,0.8714328571338636,0.8274321933306144,True,Higher than
304,0.7100353618432924,0.9120047265424218,True,Lower than
305,0.8563744819564284,0.7413495833957886,True,Higher than
306,0.9086538135854476,0.7800957357703937,True,Higher than
308,0.8784573861336492,0.8920964596020816,True,Lower than
309,0.7923485556294477,0.8735501923883856,True,Lower than
311,0.9286942904114975,0.9370266592961336,True,Lower than
312,0.8473922984856971,0.7558220066687017,True,Higher than
313,0.8888407515123202,0.7663370014836854,True,Higher than
314,0.7873243998443561,0.8046468090376834,True,Lower than
316,0.9483339686998411,0.7285796721028034,True,Higher than
318,0.8819800450534148,0.9121666131509386,True,Lower than
319,0.9241379891884036,0.9396030367902847,True,Lower than
320,0.9650655277542969,0.9180088434666961,True,Higher than
322,0.8615739696624722,0.8348270179578376,True,Higher than
325,0.819800490830635,0.8154256838475815,False,Equal
328,0.6846577217754205,0.9243213431294892,True,Lower than
329,0.7455496299716816,0.8586181502275039,True,Lower than
331,0.9103237320558589,0.7278691916402888,True,Higher than
332,0.8973925421745481,0.7710358025820112,True,Higher than
333,0.889294199031925,0.746960865033778,True,Higher than
334,0.8619893429128,0.8472303331751124,True,Higher than
335,0.8638066274800679,0.8941249067920678,True,Lower than
336,0.8666450512324717,0.8317421093405833,True,Higher than
337,0.8404032337090497,0.8971096493679198,True,Lower than
338,0.926250658781625,0.762132176872617,True,Higher than
339,0.845221019034505,0.777826339925754,True,Higher than
340,0.9612023334330801,0.911415504173564,True,Higher than
341,0.8919921112350538,0.74416732953366,True,Higher than
345,0.911350027810935,0.8159007502309599,True,Higher than
346,0.9198865981913683,0.7226858701399693,True,Higher than
347,0.9563135831558527,0.9060621622462905,True,Higher than
348,0.8360523265248517,0.7567546264786891,True,Higher than
350,0.7839754983834425,0.7879867807984299,False,Equal
351,0.926392533338413,0.7569389708760919,True,Higher than
355,0.8946808668350144,0.89812880343233,True,Lower than
358,0.9204366873630954,0.7539808703120857,True,Higher than
359,0.650276980474961,0.9003356288238915,True,Lower than
360,0.8506560419990029,0.7996980633501064,True,Higher than
361,0.914030094163006,0.7466250831853452,True,Higher than
362,0.7488838824643159,0.9377813998380864,True,Lower than
363,0.8498154688816983,0.7532115143282112,True,Higher than
364,0.9087202806724279,0.8479462444133038,True,Higher than
365,0.7676753546907327,0.7632275765995091,False,Equal
367,0.9076714990180145,0.728123824407148,True,Higher than
368,0.8816156916659361,0.7616667155163506,True,Higher than
369,0.9109412297646794,0.8535336114099706,True,Higher than
372,0.7911130794782593,0.7789661172276716,True,Higher than
373,0.9439791288261067,0.7589262368391636,True,Higher than
374,0.6829992829885575,0.7997964631800051,True,Lower than
375,0.9598653481614517,0.7328109286997467,True,Higher than
376,0.8316999254060912,0.7654670227263959,True,Higher than
377,0.9108708495374738,0.746521587237225,True,Higher than
380,0.8391224395675942,0.897131664829788,True,Lower than
383,0.8498154688816983,0.7589072831161601,True,Higher than
384,0.6487134816044815,0.9229424660344541,True,Lower than
387,0.9408918538565904,0.8132215341628489,True,Higher than
388,0.9561440962809883,0.7891945221057658,True,Higher than
389,0.7378911135512858,0.9216341129389256,True,Lower than
395,0.6621422611582399,0.7609894792401607,True,Lower than
397,0.8070074394607448,0.9216356429874378,True,Lower than
399,0.803445194728332,0.8221804911228584,True,Lower than
400,0.9005840867806069,0.7933423592643334,True,Higher than
401,0.616192135485557,0.9394408114332964,True,Lower than
402,0.7530717056266167,0.9240235436325598,True,Lower than
403,0.8714375286661038,0.8313334474258063,True,Higher than
405,0.7199705436642043,0.7455986272503486,True,Lower than
407,0.9398440953958699,0.9230979720069499,True,Higher than
408,0.7481201224170867,0.732863060338917,True,Higher than
411,0.8627341832771769,0.8805926728720296,True,Lower than
412,0.7111702099191176,0.788287074928359,True,Lower than
416,0.8852680683810997,0.9328028833046421,True,Lower than
417,0.780804674896076,0.7970098503377301,True,Lower than
420,0.898997407291739,0.8352366563817306,True,Higher than
421,0.8025900784034647,0.8273334788660948,True,Lower than
422,0.9290878869998868,0.7821125973455704,True,Higher than
423,0.7355820015128756,0.907643286685209,True,Lower than
425,0.8043455813808436,0.7603078301553847,True,Higher than
427,0.66961842771614,0.9113365493576459,True,Lower than
428,0.8768396783238638,0.9020827711942371,True,Lower than
430,0.9067933797052093,0.7900205941934628,True,Higher than
432,0.9276656547327098,0.9216434160728616,True,Higher than
433,0.9287652712917334,0.7814664444647998,True,Higher than
434,0.8843404338242723,0.7730103234266426,True,Higher than
436,0.8218610740460365,0.7864690382025831,True,Higher than
437,0.9013341018185886,0.9008199499951854,False,Equal
438,0.5482996691328997,0.9059465526765313,True,Lower than
442,0.9183163043161335,0.9198259097397343,False,Equal
444,0.8342685227498389,0.8401262438194211,True,Lower than
447,0.9574186152400307,0.9069290799659168,True,Higher than
450,0.8836139004775205,0.8371168716685934,True,Higher than
452,0.9161016328330839,0.7480792256847542,True,Higher than
453,0.9116862536381835,0.7444917251157414,True,Higher than
456,0.79171637513071,0.752275550412955,True,Higher than
457,0.9568045654948507,0.8433734492068349,True,Higher than
459,0.8530108356616608,0.7500225691286394,True,Higher than
461,0.6408668409239451,0.7472317006717482,True,Lower than
463,0.9151916798807715,0.8733790075958061,True,Higher than
464,0.7495128523784131,0.8938164495110296,True,Lower than
465,0.7887555628959271,0.8322218153446194,True,Lower than
466,0.9159378426579157,0.751032809804042,True,Higher than
467,0.7602910063381567,0.9251039097058431,True,Lower than
468,0.8815260080148495,0.7484614509422522,True,Higher than
469,0.8838828230967712,0.7423965409902759,True,Higher than
470,0.8688233385018435,0.7862388136964173,True,Higher than
471,0.8663205765862578,0.7548786615340015,True,Higher than
472,0.7634434959243576,0.8948346975409678,True,Lower than
474,0.7945606276867446,0.7573193725982047,True,Higher than
475,0.8989016730187164,0.7327630435182263,True,Higher than
477,0.7275717551704727,0.893808844493419,True,Lower than
478,0.9463036452248755,0.725308184530733,True,Higher than
479,0.768242385092038,0.8963467596507667,True,Lower than
482,0.8716127136656968,0.825853722146837,True,Higher than
486,0.8234748287115449,0.8968920524210503,True,Lower than
487,0.8897188095196744,0.7400757510103544,True,Higher than
488,0.9186268986882449,0.7937687880998436,True,Higher than
490,0.9670937327760147,0.8300833741438395,True,Higher than
492,0.5018720377700944,0.940233919847533,True,Lower than
496,0.8672374524596882,0.7522473563306938,True,Higher than
498,0.6400407508500948,0.8096612908535613,True,Lower than
500,0.8458795470661092,0.9127750784769745,True,Lower than
505,0.6083044881300536,0.9397668210853124,True,Lower than
508,0.9263280797982029,0.938503677745744,True,Lower than
509,0.9264445654415012,0.9076651141954782,True,Higher than
511,0.6832301153321817,0.9312901499173353,True,Lower than
513,0.34584134450527887,0.8007320582040955,True,Lower than
514,0.8432244325286431,0.8932962100580102,True,Lower than
515,0.5560382114925164,0.8150714376459212,True,Lower than
516,0.7441481813600975,0.8967558642165895,True,Lower than
517,0.8938017722495507,0.7860596035492086,True,Higher than
519,0.9321033088192442,0.7250511597022279,True,Higher than
520,0.27887809372877337,0.8878641121708075,True,Lower than
521,0.8709270605553724,0.7914586513613936,True,Higher than
522,0.9563463841548083,0.9216632807225769,True,Higher than
524,0.9280826302442641,0.7504395033173874,True,Higher than
527,0.5237736944082213,0.7402878199750318,True,Lower than
531,0.8539635217961803,0.9160790051304475,True,Lower than
532,0.9208805095368806,0.9223674543203475,False,Equal
533,0.8633608056093846,0.8309107702985185,True,Higher than
535,0.9507850332348579,0.743077746807963,True,Higher than
539,0.9461700055591017,0.7443377626379885,True,Higher than
547,0.8871913369322977,0.8859589160423853,False,Equal
549,0.877566721063035,0.8957267754168238,True,Lower than
552,0.6110508368186751,0.8669454892418481,True,Lower than
553,0.7653341155392319,0.795995081983292,True,Lower than
554,0.4658332428434285,0.939856812169696,True,Lower than
556,0.8784078389877545,0.7134204908906253,True,Higher than
557,0.9297266464498947,0.7477511043082241,True,Higher than
559,0.8158273404760944,0.8775914615956605,True,Lower than
560,0.2676288218186243,0.91386644415762,True,Lower than
564,0.9133403142224016,0.8434616083833013,True,Higher than
565,0.9173435217945726,0.8460650349866424,True,Higher than
566,0.9231179718574538,0.7607143569865213,True,Higher than
567,0.7436879656779235,0.7275100134588095,True,Higher than
569,0.943918313856871,0.7228692829167989,True,Higher than
570,0.7139963860631027,0.80086907678264,True,Lower than
571,0.8477519240099977,0.7637286715032424,True,Higher than
573,0.6978979498285958,0.8139528698009795,True,Lower than
574,0.7466070326136052,0.8164776658040325,True,Lower than
580,0.8751548505972335,0.8365686297711076,True,Higher than
581,0.3689878146376779,0.8727775717670407,True,Lower than
582,0.43476498388380336,0.8973481054860184,True,Lower than
584,0.5515686170808928,0.8282919179385536,True,Lower than
589,0.6844093631246189,0.788549159377613,True,Lower than
595,0.7937618369692672,0.7581521759386317,True,Higher than
596,0.7422959047543151,0.9269776948641554,True,Lower than
597,0.9246937520039549,0.7844196551703582,True,Higher than
599,0.9746738187300326,0.8799719003738434,True,Higher than
600,0.8163413989055587,0.9036117620560595,True,Lower than
601,0.722505588177361,0.9271735511918302,True,Lower than
602,0.856216481888533,0.7966864403400835,True,Higher than
604,0.7835568404151474,0.7877587908160595,False,Equal
606,0.41396966206888974,0.9157122495374018,True,Lower than
607,0.7538618375663664,0.8679753845166185,True,Lower than
609,0.7970344758844657,0.794183468989694,False,Equal
610,0.8083775012738575,0.9203525505991234,True,Lower than
611,0.7625487055967252,0.8103560311386344,True,Lower than
612,0.40657867488198024,0.8167071395047937,True,Lower than
613,0.6092047742549286,0.7922294916759394,True,Lower than
614,0.5277945574469339,0.8684767346768594,True,Lower than
615,0.9346411265238569,0.9377742396217595,True,Lower than
616,0.6712158145123361,0.8238634730683023,True,Lower than
617,0.9044653813512626,0.9371230533295837,True,Lower than
618,0.8982725918784774,0.7578465408424594,True,Higher than
624,0.5781334820008294,0.9125576272937692,True,Lower than
626,0.9690954165264855,0.788158874384323,True,Higher than
629,0.9307831941651341,0.7607779133238146,True,Higher than
630,0.9195034096528413,0.7455798316403373,True,Higher than
631,0.8742792838506119,0.7781927936524131,True,Higher than
632,0.8007563475041807,0.7438737572226995,True,Higher than
633,0.9204720035713413,0.893755410629639,True,Higher than
634,0.946519417169621,0.8492415983343196,True,Higher than
635,0.9729236292937572,0.8542884867983146,True,Higher than
638,0.6702459065176586,0.8702859806780116,True,Lower than
639,0.9507955890207389,0.7267589173616321,True,Higher than
640,0.6568893664404272,0.907221120560086,True,Lower than
642,0.28117392608601177,0.9126075945297112,True,Lower than
643,0.4416070030063766,0.9302311548947099,True,Lower than
645,0.8719386927927103,0.8220627095653326,True,Higher than
646,0.923604919517364,0.7278317216479147,True,Higher than
647,0.7828562396782207,0.8150020333862797,True,Lower than
648,0.9682316398798547,0.9165347504318976,True,Higher than
651,0.5066719190155692,0.9194883018616697,True,Lower than
654,0.7291580062638938,0.8369906950576309,True,Lower than
655,0.9255025061198898,0.7440309659680873,True,Higher than
656,0.8859843132162432,0.7589631301619599,True,Higher than
657,0.8625180719520679,0.8223153552827458,True,Higher than
658,0.9466048599864948,0.7192332694931244,True,Higher than
659,0.8190805113496319,0.7960243844190927,True,Higher than
660,0.8829670296681839,0.7570004314908932,True,Higher than
661,0.9131649121346962,0.7543554320412669,True,Higher than
663,0.919773622906246,0.7506016211108553,True,Higher than
664,0.8993882879054603,0.7405403774230689,True,Higher than
665,0.8181298019141051,0.7439932322015332,True,Higher than
666,0.9090943085988504,0.722364084675259,True,Higher than
667,0.768730088572651,0.889328800971196,True,Lower than
671,0.8975856491738565,0.7921505896467355,True,Higher than
672,0.37005834340746196,0.8698605227819575,True,Lower than
673,0.8482256080884375,0.7486328740066255,True,Higher than
680,0.8703531760900693,0.9121507800015459,True,Lower than
681,0.6359851542278623,0.9090850940644796,True,Lower than
682,0.708543433517169,0.8093483935715787,True,Lower than
683,0.9480962674782298,0.7943161488493615,True,Higher than
686,0.6401499293584803,0.8870331812826592,True,Lower than
688,0.8982109067026246,0.8204338968760791,True,Higher than
689,0.5314269190759913,0.874645796646305,True,Lower than
691,0.9493258889229501,0.9318399738982249,True,Higher than
693,0.8986860314002608,0.8352670312612402,True,Higher than
696,0.914892864730505,0.9236682777632743,True,Lower than
697,0.6123637937894908,0.7826576995598192,True,Lower than
699,0.8905719861218553,0.7476138801986779,True,Higher than
701,0.8912084747463714,0.7561768600894454,True,Higher than
702,0.9347650255589004,0.7235420362193439,True,Higher than
704,0.8474612144042496,0.8292545617065951,True,Higher than
707,0.9137938017993336,0.8330350070522978,True,Higher than
709,0.8797537546313874,0.7624389915412242,True,Higher than
711,0.34149579530548063,0.7931249929709481,True,Lower than
714,0.9599623787082316,0.7327443397596347,True,Higher than
715,0.8257206902964066,0.8308084492757943,True,Lower than
716,0.8696086907043566,0.7758264915031383,True,Higher than
717,0.9397873857232144,0.7318780977087701,True,Higher than
718,0.9475361199085587,0.9198649218302607,True,Higher than
719,0.8467610400678031,0.9155580906350693,True,Lower than
720,0.8597222357927985,0.9393488973400156,True,Lower than
721,0.9651150975502836,0.8123385239168129,True,Higher than
722,0.4988657019020092,0.8417709999777527,True,Lower than
724,0.9202890765423433,0.8045058784925917,True,Higher than
725,0.9426442303242638,0.8757584684312666,True,Higher than
728,0.853461424072044,0.7871611338011104,True,Higher than
730,0.6908574941413954,0.9169165487155935,True,Lower than
731,0.8014173604940836,0.7471076214456582,True,Higher than
732,0.2246662026242811,0.9144814369068511,True,Lower than
733,0.6178964357642805,0.8748662395964502,True,Lower than
737,0.9754437373800707,0.8810515805045278,True,Higher than
739,0.9192354244662094,0.888601830725852,True,Higher than
740,0.9265906049551268,0.7583397667571624,True,Higher than
743,0.8535571866648688,0.7521583436048318,True,Higher than
744,0.7341187582100953,0.9376786708055336,True,Lower than
745,0.9292314974507393,0.8024704737830589,True,Higher than
749,0.8957787981660736,0.9040535886901927,True,Lower than
750,0.9779836236133244,0.8696673338918999,True,Higher than
751,0.3814002531733499,0.9078535384858556,True,Lower than
752,0.6192551555911828,0.9145932984417235,True,Lower than
753,0.8789586836526819,0.7436349164089517,True,Higher than
754,0.8496627138196472,0.8216693232334797,True,Higher than
755,0.5095131622662585,0.8998311878568892,True,Lower than
756,0.798682376543509,0.7621383994632076,True,Higher than
757,0.5680859498338958,0.8176015758208501,True,Lower than
758,0.4113906295571713,0.838099544809767,True,Lower than
759,0.8024902491233721,0.8339142840651241,True,Lower than
760,0.8752059115073285,0.9110079254150708,True,Lower than
761,0.8603338092269277,0.8929247728962757,True,Lower than
762,0.9279027122893182,0.8002291894810517,True,Higher than
763,0.9661655150521942,0.8083562496657478,True,Higher than
766,0.7854169560523376,0.8372749363545016,True,Lower than
768,0.9270681099431903,0.7609860154559357,True,Higher than
769,0.8725706919457125,0.839974320207987,True,Higher than
770,0.8449860684270231,0.8143449796382372,True,Higher than
771,0.8424291957578378,0.8359149822344818,True,Higher than
772,0.8880228541073966,0.7599481016612306,True,Higher than
773,0.9139041796185237,0.9336616025858367,True,Lower than
774,0.8557415792713126,0.7546960065332585,True,Higher than
775,0.9106275556381794,0.8183491973701679,True,Higher than
776,0.9288095289510396,0.7226798115405118,True,Higher than
777,0.8315377524122051,0.8312888463143877,False,Equal
778,0.9693199309629476,0.8568646484041957,True,Higher than
779,0.907150719045037,0.7446536682198291,True,Higher than
780,0.39324102602579913,0.8941985254816573,True,Lower than
782,0.7928293392913768,0.8563673502725152,True,Lower than
784,0.8341177970536362,0.7614936888800905,True,Higher than
788,0.7890474292757743,0.831177280077206,True,Lower than
790,0.8227772647707682,0.9156795565464932,True,Lower than
792,0.8448599484125382,0.9026801935868594,True,Lower than
796,0.7615061633407665,0.7274369366454154,True,Higher than
797,0.8168671261572746,0.8480797233484338,True,Lower than
798,0.9510033615463068,0.740182908173487,True,Higher than
799,0.889713268111333,0.7353881088540751,True,Higher than
800,0.935471957962091,0.7487011195868213,True,Higher than
802,0.9028754363406792,0.7607883231611805,True,Higher than
803,0.823669669251253,0.8038991255097793,True,Higher than
805,0.7381577626822726,0.7305315286177025,True,Higher than
807,0.8339327109464261,0.8286481012639431,True,Higher than
808,0.8317390629930258,0.8088298216135739,True,Higher than
810,0.5569756651422947,0.7949881340029384,True,Lower than
811,0.8571763601831297,0.8687854382525222,True,Lower than
812,0.7546332417635232,0.9064042337258688,True,Lower than
813,0.7908727302926392,0.8921068537203264,True,Lower than
818,0.9586908617626481,0.9082752985739603,True,Higher than
819,0.9672301759711109,0.9000012307073127,True,Higher than
820,0.9021266353251495,0.938465743200205,True,Lower than
823,0.7786774805547678,0.8001660710996888,True,Lower than
825,0.6777434626324078,0.9225641591327107,True,Lower than
828,0.6291767354097988,0.8320803354818262,True,Lower than
829,0.8383905356258079,0.7336073907671653,True,Higher than
830,0.8857690581166549,0.7859190387152146,True,Higher than
831,0.9337300391491931,0.9000363241849141,True,Higher than
832,0.7527905520402774,0.7854489040475044,True,Lower than
833,0.9598735604253774,0.8968491632173121,True,Higher than
835,0.901983371087436,0.9285077715353285,True,Lower than
836,0.858395208742875,0.817249732919756,True,Higher than
837,0.8875652661075626,0.7920535564465467,True,Higher than
840,0.8319621504875562,0.8861111353210772,True,Lower than
841,0.4195419078155257,0.8509074827406592,True,Lower than
842,0.8604857442700047,0.9116527548824166,True,Lower than
843,0.8120112198400908,0.792596854582041,True,Higher than
844,0.7020917557268576,0.7586549031729888,True,Lower than
845,0.961749755793619,0.8984728037075526,True,Higher than
846,0.9033738984935902,0.9383878775874905,True,Lower than
847,0.9682190036529645,0.8990578425792622,True,Higher than
848,0.93630927840129,0.890130369241878,True,Higher than
850,0.9407312740052952,0.8347627131383832,True,Higher than
851,0.9222932648379525,0.8706798295978598,True,Higher than
856,0.37735449775624763,0.8460632608126333,True,Lower than
857,0.6838218595927936,0.9365932469192806,True,Lower than
858,0.5342682700005851,0.7588622226295899,True,Lower than
860,0.8409422117457009,0.7941020085866451,True,Higher than
861,0.6879461916218897,0.7460786536183005,True,Lower than
862,0.953850697914747,0.7222222271286326,True,Higher than
863,0.8854841391284678,0.7426067632406368,True,Higher than
865,0.8604917663926351,0.8639786043276316,True,Lower than
866,0.9083471404231237,0.8310701950642841,True,Higher than
867,0.9534508856407393,0.7278163551117788,True,Higher than
868,0.953690287988179,0.8304841816671129,True,Higher than
869,0.8896850839198828,0.7271088469888136,True,Higher than
870,0.89794306273053,0.7479284236535106,True,Higher than
871,0.8631508174872785,0.9220850980853228,True,Lower than
873,0.895802767296953,0.9282326257737122,True,Lower than
874,0.767903555307193,0.9015818773060096,True,Lower than
877,0.8788911394290169,0.7611161540569639,True,Higher than
880,0.22273982256641442,0.9192429424529578,True,Lower than
882,0.934147222176011,0.7586102696748195,True,Higher than
883,0.9409330849159891,0.7634736890048067,True,Higher than
884,0.5441590517697082,0.9383114326473472,True,Lower than
885,0.9054817257981567,0.8891384684082797,True,Higher than
886,0.857610051089154,0.796090378776348,True,Higher than
