Peers Value,Line Value (A)
0.8366611850826428,0.8076757914267139
0.8220427692920002,0.8076757914267139
0.8601421750514774,0.8076757914267139
0.7996163072431203,0.8076757914267139
0.8287785900008277,0.8076757914267139
0.7851928027224383,0.8076757914267139
0.7839318573116575,0.8076757914267139
0.8118149749344036,0.8076757914267139
0.8521685685532675,0.8076757914267139
0.8195981547142099,0.8076757914267139
0.831480212188901,0.8076757914267139
0.7942150370457142,0.8076757914267139
0.808843821577604,0.8076757914267139
0.8063112565914177,0.8076757914267139
0.8103237996498431,0.8076757914267139
0.839895712653515,0.8076757914267139
0.8194728451047996,0.8076757914267139
0.8605699930108489,0.8076757914267139
0.7513111905736845,0.8076757914267139
0.8477924985465,0.8076757914267139
0.8190572906813344,0.8076757914267139
0.8354852687024873,0.8076757914267139
0.8270127177125469,0.8076757914267139
0.8378810158887351,0.8076757914267139
0.8009000269802954,0.8076757914267139
0.7846618737920692,0.8076757914267139
0.7950617667582819,0.8076757914267139
0.813407614093236,0.8076757914267139
0.8493530774558785,0.8076757914267139
0.8520510477305582,0.8076757914267139
0.8073790984096196,0.8076757914267139
0.8228180468265841,0.8076757914267139
0.8324719868277796,0.8076757914267139
0.7922601248782086,0.8076757914267139
0.7993317103231294,0.8076757914267139
0.8543929350018337,0.8076757914267139
0.8238307482981221,0.8076757914267139
0.7941815921512063,0.8076757914267139
0.8169667582046559,0.8076757914267139
0.813527197879388,0.8076757914267139
0.8013810701934839,0.8076757914267139
0.8044902929876235,0.8076757914267139
0.8536943523350654,0.8076757914267139
0.8440139332323268,0.8076757914267139
0.8033136115286192,0.8076757914267139
0.8435988623404485,0.8076757914267139
0.8139420429553044,0.8076757914267139
0.842949660896334,0.8076757914267139
0.8121239092951338,0.8076757914267139
0.845422784275595,0.8076757914267139
0.8309096986158241,0.8076757914267139
0.7833686489426857,0.8076757914267139
0.7920486502426877,0.8076757914267139
0.7849956270840842,0.8076757914267139
0.7590804873152612,0.8076757914267139
0.8274541526010957,0.8076757914267139
0.8392375387404148,0.8076757914267139
0.8050315701484908,0.8076757914267139
0.8095835731035802,0.8076757914267139
0.795586845033848,0.8076757914267139
0.8179210872017317,0.8076757914267139
0.7885889751732995,0.8076757914267139
0.8033846000507746,0.8076757914267139
0.7992122167577931,0.8076757914267139
0.811963790106059,0.8076757914267139
0.8216330870399812,0.8076757914267139
0.8213084453658445,0.8076757914267139
0.810891880953737,0.8076757914267139
0.8151061909800631,0.8076757914267139
0.8340422295618697,0.8076757914267139
0.8107350287492955,0.8076757914267139
0.7922147281769173,0.8076757914267139
0.802133860458797,0.8076757914267139
0.8356175815646181,0.8076757914267139
0.8442542441745093,0.8076757914267139
0.7720916138572556,0.8076757914267139
0.8273904292235955,0.8076757914267139
0.8275168268348106,0.8076757914267139
0.8190590336081819,0.8076757914267139
0.80442510635387,0.8076757914267139
0.8479480792194756,0.8076757914267139
0.8377363100676195,0.8076757914267139
0.7971444793275245,0.8076757914267139
0.8223356115262492,0.8076757914267139
0.810773765146499,0.8076757914267139
0.8083904654175064,0.8076757914267139
0.8303240512796456,0.8076757914267139
0.835308548158302,0.8076757914267139
0.8257164672406517,0.8076757914267139
0.8325111438568321,0.8076757914267139
0.8440357308934343,0.8076757914267139
0.8066701047706745,0.8076757914267139
0.8205115096085094,0.8076757914267139
0.8093602368852603,0.8076757914267139
0.809232236119982,0.8076757914267139
0.7788900644348689,0.8076757914267139
0.8165041093250838,0.8076757914267139
0.810263187791309,0.8076757914267139
0.7999822235303553,0.8076757914267139
0.7777438447557283,0.8076757914267139
