Peers Value,Line Value (A)
0.8829793925291,0.9778781631428479
0.8627386069968047,0.9778781631428479
0.8749569994553597,0.9778781631428479
0.8652488410059996,0.9778781631428479
0.8575041585143167,0.9778781631428479
0.8854687071495025,0.9778781631428479
0.85951996150092,0.9778781631428479
0.8534862557079016,0.9778781631428479
0.869754262283127,0.9778781631428479
0.8719234279011049,0.9778781631428479
0.8776549574987202,0.9778781631428479
0.8789843812437212,0.9778781631428479
0.8751641515544841,0.9778781631428479
0.8663758177904973,0.9778781631428479
0.8577226201123094,0.9778781631428479
0.8569038094280965,0.9778781631428479
0.8864842060831438,0.9778781631428479
0.8783715374488531,0.9778781631428479
0.8253533438996115,0.9778781631428479
0.8862466792671206,0.9778781631428479
0.8768615440198625,0.9778781631428479
0.88197083618117,0.9778781631428479
0.8879626620145403,0.9778781631428479
0.8738330269942608,0.9778781631428479
0.8618650092013662,0.9778781631428479
0.881097675627932,0.9778781631428479
0.8981066477599536,0.9778781631428479
0.8750199261768723,0.9778781631428479
0.8873041135698776,0.9778781631428479
0.8664676253189054,0.9778781631428479
0.8765320139949127,0.9778781631428479
0.8557761501447049,0.9778781631428479
0.8865661829872061,0.9778781631428479
0.894908732239365,0.9778781631428479
0.8860816195442917,0.9778781631428479
0.8426891931070357,0.9778781631428479
0.8831810431929282,0.9778781631428479
0.8730501796438853,0.9778781631428479
0.8896602415596317,0.9778781631428479
0.8771663104200323,0.9778781631428479
0.8525453031022158,0.9778781631428479
0.8442492523953757,0.9778781631428479
0.8978337850499938,0.9778781631428479
0.894519085638245,0.9778781631428479
0.8652474862809192,0.9778781631428479
0.906023048684493,0.9778781631428479
0.8668255847738698,0.9778781631428479
0.8654201585960212,0.9778781631428479
0.8840478973432326,0.9778781631428479
0.8740897287797061,0.9778781631428479
0.8861407763742828,0.9778781631428479
0.8805618639818745,0.9778781631428479
0.8901601154532287,0.9778781631428479
0.8669529386782551,0.9778781631428479
0.8412927682985241,0.9778781631428479
0.8706415321291717,0.9778781631428479
0.8544271059844021,0.9778781631428479
0.8900634536460933,0.9778781631428479
0.8681446780950525,0.9778781631428479
0.8805361346203929,0.9778781631428479
0.8629331651977187,0.9778781631428479
0.8639067835837777,0.9778781631428479
0.8530431191383102,0.9778781631428479
0.8801272623882517,0.9778781631428479
0.8866884726756362,0.9778781631428479
0.9092474906574335,0.9778781631428479
0.8750759313664819,0.9778781631428479
0.9030069236055241,0.9778781631428479
0.8652806973798389,0.9778781631428479
0.8877141262908962,0.9778781631428479
0.8861025009559002,0.9778781631428479
0.8773861226603349,0.9778781631428479
0.8862744153824413,0.9778781631428479
0.8768923453789624,0.9778781631428479
0.8772885425783088,0.9778781631428479
0.8242090375971717,0.9778781631428479
0.865968374248568,0.9778781631428479
0.8712025815406013,0.9778781631428479
0.8783431860844788,0.9778781631428479
0.8996162337367994,0.9778781631428479
0.8786290673409545,0.9778781631428479
0.8552081009765363,0.9778781631428479
0.8727894670041355,0.9778781631428479
0.8860710911491165,0.9778781631428479
0.846429833853242,0.9778781631428479
0.858639969869466,0.9778781631428479
0.8764050389522915,0.9778781631428479
0.8795568157064814,0.9778781631428479
0.9019260538613328,0.9778781631428479
0.9043785173391019,0.9778781631428479
0.856641753137371,0.9778781631428479
0.8779107800198248,0.9778781631428479
0.8806938417364073,0.9778781631428479
0.8966381551390327,0.9778781631428479
0.873135463907023,0.9778781631428479
0.891686692087183,0.9778781631428479
0.8806956611906885,0.9778781631428479
0.8757239871646136,0.9778781631428479
0.9043195845960972,0.9778781631428479
0.8833241195285368,0.9778781631428479
