treatment_index,0
1591,201
1592,103
1593,687
1594,146
1595,200
1596,252
1597,948
1600,1128
1604,1185
1605,1370
1606,483
1607,123
1609,921
1610,1503
1612,933
1613,123
1614,666
1615,402
1616,169
1617,1320
1618,678
1621,71
1622,1264
1623,220
1624,1458
1625,171
1626,210
1629,567
1630,1256
1631,145
1632,1208
1633,843
1635,480
1636,972
1637,1188
1638,977
1640,1425
1642,620
1643,126
1644,553
1645,160
1646,1382
1647,1168
1649,325
1651,874
1655,79
1656,654
1657,909
1661,17
1662,560
1663,1400
1665,821
1666,573
1670,1103
1671,120
1673,127
1676,386
1677,249
1681,280
1683,360
1684,936
1690,146
1691,503
1696,170
1698,147
1699,1296
1703,365
1706,1199
1708,527
1709,111
1710,125
1711,79
1712,149
1713,372
1714,86
1715,148
1716,1033
1717,240
1718,365
